Código Postal,frecuencia
24000.0,1
24001.0,2
24003.0,1
24004.0,1
24005.0,6
24006.0,12
24007.0,7
24008.0,10
24009.0,2
24010.0,6
24121.0,2
24141.0,1
24172.0,1
24190.0,2
24191.0,4
24193.0,2
24195.0,2
24196.0,1
24200.0,1
24210.0,1
24220.0,2
24224.0,1
24239.0,1
24252.0,2
24285.0,1
24324.0,1
24330.0,1
24360.0,2
24640.0,1
24650.0,1
24700.0,2
24721.0,1
24750.0,2
24763.0,1
24767.0,1
24796.0,2
24870.0,1
24930.0,1
