source,target,weight
Ausencia adquirida de otros órganos,Fibrilación auricular no especificada,2
Dependencia de oxígeno suplementario,Fibrilación auricular no especificada,5
Sobrepeso,"Insuficiencia cardiaca, no especificada",1
"Trastorno bipolar, no especificado","Insuficiencia cardiaca, no especificada",1
Otros trastornos del sueño,"Insuficiencia cardiaca, no especificada",1
Otra embolia pulmonar sin cor pulmonale agudo,"Insuficiencia cardiaca, no especificada",1
Coma no especificado,"Insuficiencia cardiaca, no especificada",1
"Envenenamiento por antipsicóticos y neurolépticos no especificados, accidental (no intencionado), contacto inicial","Insuficiencia cardiaca, no especificada",1
Ruptura familiar por separación y divorcio,"Insuficiencia cardiaca, no especificada",2
Consumo de tabaco,"Insuficiencia cardiaca, no especificada",2
Historia familiar de otros trastornos mentales y del comportamiento,"Insuficiencia cardiaca, no especificada",3
Historia personal de embolia pulmonar,"Insuficiencia cardiaca, no especificada",1
Historia personal de otro tipo de trombosis y embolia venosas,"Insuficiencia cardiaca, no especificada",1
Historia personal de enfermedad ulcerosa péptica,"Insuficiencia cardiaca, no especificada",3
Ausencia adquirida de otros órganos,"Insuficiencia cardiaca, no especificada",1
"Anemia ferropénica, no especificada",Embolia y trombosis agudas de vena femoral no especificada,1
"Hipotiroidismo, no especificado",Embolia y trombosis agudas de vena femoral no especificada,1
Sobrepeso,Embolia y trombosis agudas de vena femoral no especificada,1
"Obesidad, no especificada",Embolia y trombosis agudas de vena femoral no especificada,1
"Dependencia de nicotina no especificada, sin complicaciones",Embolia y trombosis agudas de vena femoral no especificada,1
"Esquizofrenia, no especificada",Embolia y trombosis agudas de vena femoral no especificada,1
"Trastorno esquizoafectivo, no especificado",Embolia y trombosis agudas de vena femoral no especificada,1
"Trastorno bipolar, no especificado",Embolia y trombosis agudas de vena femoral no especificada,1
Apnea obstructiva del sueño (del adulto) (pediátrica),Embolia y trombosis agudas de vena femoral no especificada,1
Otros trastornos del sueño,Embolia y trombosis agudas de vena femoral no especificada,1
Otra hipertensión pulmonar secundaria,Embolia y trombosis agudas de vena femoral no especificada,1
Cor pulmonale (crónico),Embolia y trombosis agudas de vena femoral no especificada,1
Insuficiencia (de la válvula) mitral no reumática,Embolia y trombosis agudas de vena femoral no especificada,1
Fibrilación auricular no especificada,Embolia y trombosis agudas de vena femoral no especificada,1
"Insuficiencia cardiaca, no especificada",Embolia y trombosis agudas de vena femoral no especificada,1
Coma no especificado,Embolia y trombosis agudas de vena femoral no especificada,1
"Envenenamiento por antipsicóticos y neurolépticos no especificados, accidental (no intencionado), contacto inicial",Embolia y trombosis agudas de vena femoral no especificada,1
Ruptura familiar por separación y divorcio,Embolia y trombosis agudas de vena femoral no especificada,1
Consumo de tabaco,Embolia y trombosis agudas de vena femoral no especificada,1
Uso prolongado (actual) de anticoagulantes,Embolia y trombosis agudas de vena femoral no especificada,1
Historia familiar de otros trastornos mentales y del comportamiento,Embolia y trombosis agudas de vena femoral no especificada,1
Historia personal de embolia pulmonar,Embolia y trombosis agudas de vena femoral no especificada,2
Historia personal de otro tipo de trombosis y embolia venosas,Embolia y trombosis agudas de vena femoral no especificada,2
Historia personal de enfermedad ulcerosa péptica,Embolia y trombosis agudas de vena femoral no especificada,1
Historia personal de otras enfermedades del aparato digestivo,Embolia y trombosis agudas de vena femoral no especificada,1
Ausencia adquirida de otros órganos,Embolia y trombosis agudas de vena femoral no especificada,1
Dependencia de oxígeno suplementario,Embolia y trombosis agudas de vena femoral no especificada,1
Esquizofrenia,Embolia y trombosis agudas de vena femoral no especificada,2
"Hipotiroidismo, no especificado","Neumonía, microorganismo no especificado",8
Sobrepeso,"Neumonía, microorganismo no especificado",2
"Obesidad, no especificada","Neumonía, microorganismo no especificado",6
"Trastorno bipolar, no especificado","Neumonía, microorganismo no especificado",2
Apnea obstructiva del sueño (del adulto) (pediátrica),"Neumonía, microorganismo no especificado",5
Otros trastornos del sueño,"Neumonía, microorganismo no especificado",1
Cor pulmonale (crónico),"Neumonía, microorganismo no especificado",2
Fibrilación auricular no especificada,"Neumonía, microorganismo no especificado",6
Embolia y trombosis agudas de vena femoral no especificada,"Neumonía, microorganismo no especificado",2
"Envenenamiento por antipsicóticos y neurolépticos no especificados, accidental (no intencionado), contacto inicial","Neumonía, microorganismo no especificado",1
