Código Postal,frecuencia
24000.0,2
24004.0,4
24005.0,5
24006.0,4
24007.0,1
24008.0,2
24009.0,5
24010.0,1
24011.0,1
24162.0,1
24191.0,1
24193.0,2
24195.0,1
24197.0,1
24200.0,1
24224.0,1
24234.0,1
24271.0,2
24290.0,1
24795.0,1
