Código Postal,frecuencia
24000.0,2
24002.0,7
24003.0,3
24004.0,5
24005.0,9
24006.0,6
24007.0,6
24008.0,15
24009.0,11
24010.0,17
24123.0,2
24190.0,2
24191.0,8
24193.0,11
24195.0,3
24200.0,3
24210.0,6
24226.0,1
24227.0,1
24228.0,3
24237.0,4
24251.0,2
24280.0,3
24320.0,1
24325.0,3
24350.0,1
24356.0,1
24358.0,3
24390.0,2
24392.0,2
24393.0,1
24400.0,4
24402.0,1
24410.0,1
24420.0,1
24429.0,1
24640.0,2
24700.0,7
24710.0,2
24715.0,1
24744.0,1
24746.0,1
24750.0,8
24794.0,1
24800.0,1
24810.0,1
24892.0,1
